condition_id,exercise_id,recommendation_priority,evidence_strength,stage_of_rehab,severity_range,minimum_pain_score,maximum_pain_score,mobility_requirement,contraindication_flag,contraindication_applies_if,progression_order,clinical_goal,rationale_for_condition,phase,priority,is_core
COND0161,EX0282,9,Moderate,chronic,mild,0,3,low,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0161,EX0283,8,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0161,EX0284,7,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0161,EX0285,6,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0161,EX0286,5,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0161,EX0287,4,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,4,yes
COND0161,EX0288,3,Moderate,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0161,EX0289,2,Moderate,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,function,"Selected for Complex Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0161,EX0290,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0161,EX0291,1,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,motor control,"Selected for Complex Geriatric Balance Impairment to address motor control deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0161,EX0292,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,pain self-management,"Selected for Complex Geriatric Balance Impairment to address pain self-management deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0161,EX0293,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0161,EX0294,1,Moderate,chronic,mild,0,3,low,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0161,EX0295,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,pain self-management,"Selected for Complex Geriatric Balance Impairment to address pain self-management deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0161,EX0296,1,Moderate,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,function,"Selected for Complex Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0161,EX0297,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0161,EX0298,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,balance,"Selected for Complex Geriatric Balance Impairment to address balance deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0161,EX0299,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,ROM,"Selected for Complex Geriatric Balance Impairment to address ROM deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0161,EX0300,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,function,"Selected for Complex Geriatric Balance Impairment to address function deficits in the geriatric region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0162,EX0281,10,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0162,EX0282,9,Moderate,chronic,mild,0,3,low,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0162,EX0283,8,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0162,EX0284,7,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0162,EX0285,6,High,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0162,EX0286,5,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0162,EX0287,4,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",chronic,4,yes
COND0162,EX0288,3,Moderate,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0162,EX0289,2,Moderate,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,function,"Selected for Mild Neurological Balance Impairment to address function deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0162,EX0290,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,balance,"Selected for Mild Neurological Balance Impairment to address balance deficits in the neurological region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
